doc,clean,tokens,prediction,ground_truth
"Out of the past 760 days, I’ve been so sober 750 of them. Been needing to come and regroup lately though. I’m getting comfortable. Starting to slip. But I am sober and way better then I was. Merry Christmas everyone.",out of the past 760 days ive been so sober 750 of been needing to come and regroup lately though im getting comfortable starting to slip but am sober and way better then was merry christmas everyone,"['out', 'of', 'the', 'past', '760', 'days', 'ive', 'been', 'so', 'sober', '750', 'of', 'been', 'needing', 'to', 'come', 'and', 'regroup', 'lately', 'though', 'im', 'getting', 'comfortable', 'starting', 'to', 'slip', 'but', 'am', 'sober', 'and', 'way', 'better', 'then', 'was', 'merry', 'christmas', 'everyone']",1,1
Meth AND phetamene now that’s a bargain I could get addicted too!!!,meth and phetamene now thats a bargain could get addicted too,"['meth', 'and', 'phetamene', 'now', 'thats', 'a', 'bargain', 'could', 'get', 'addicted', 'too']",2,2
"Unfortunately...compulsive lying and addiction go hand and hand. I was that person who lied about every thing until I got clean, and even then I still lied for a long time. I would always have something made up incase of something happening. It really is a rabbit hole.",unfortunatelycompulsive lying and addiction go hand and hand was person lied about every thing until got clean and even then still lied for a long time would always have something made up incase of something happening really is a rabbit hole,"['unfortunatelycompulsive', 'lying', 'and', 'addiction', 'go', 'hand', 'and', 'hand', 'was', 'person', 'lied', 'about', 'every', 'thing', 'until', 'got', 'clean', 'and', 'even', 'then', 'still', 'lied', 'for', 'a', 'long', 'time', 'would', 'always', 'have', 'something', 'made', 'up', 'incase', 'of', 'something', 'happening', 'really', 'is', 'a', 'rabbit', 'hole']",1,1
This time last year I was using. I can't even remember Christmas last year because if it. I'm so glad I'm not doing that this year.,time last year was using can not even remember christmas last year because if am so glad am not doing year,"['time', 'last', 'year', 'was', 'using', 'can', 'not', 'even', 'remember', 'christmas', 'last', 'year', 'because', 'if', 'am', 'so', 'glad', 'am', 'not', 'doing', 'year']",1,1
Guilt mainly cause when I was about 30 days sober had someone very close to me OD on fent and had to give cpr didn’t have narcan had some like a week before and lost it. So mainly the guilt of dealing with that and depression from being an addict I guess,guilt mainly cause when was about 30 days sober had someone very close to od on fent and had to give cpr didnt have narcan had some like a week before and lost so mainly the guilt of dealing with and depression from being an addict guess,"['guilt', 'mainly', 'cause', 'when', 'was', 'about', '30', 'days', 'sober', 'had', 'someone', 'very', 'close', 'to', 'od', 'on', 'fent', 'and', 'had', 'to', 'give', 'cpr', 'didnt', 'have', 'narcan', 'had', 'some', 'like', 'a', 'week', 'before', 'and', 'lost', 'so', 'mainly', 'the', 'guilt', 'of', 'dealing', 'with', 'and', 'depression', 'from', 'being', 'an', 'addict', 'guess']",1,1
"Yea I've tapered off a few drugs before, just curious how much most people reduce it by every day, I was thinking halve the dose every day.",yea have tapered off a few drugs before just curious how much most people reduce by every day was thinking halve the dose every day,"['yea', 'have', 'tapered', 'off', 'a', 'few', 'drugs', 'before', 'just', 'curious', 'how', 'much', 'most', 'people', 'reduce', 'by', 'every', 'day', 'was', 'thinking', 'halve', 'the', 'dose', 'every', 'day']",1,1
Its the devil 100%. At least on heroin i had euphoria. Fent is just pure oblivion. Which served its purposed when i was super depressed. You got this. Please please message me if you want to talk to someone. Anything ur going through in withdrawal ive probably been through.,the devil 100 at least on heroin had euphoria fent is just pure oblivion served purposed when was super depressed got please please message if want to talk to someone anything ur going through in withdrawal ive probably been through,"['the', 'devil', '100', 'at', 'least', 'on', 'heroin', 'had', 'euphoria', 'fent', 'is', 'just', 'pure', 'oblivion', 'served', 'purposed', 'when', 'was', 'super', 'depressed', 'got', 'please', 'please', 'message', 'if', 'want', 'to', 'talk', 'to', 'someone', 'anything', 'ur', 'going', 'through', 'in', 'withdrawal', 'ive', 'probably', 'been', 'through']",1,1
Yes I remember how beautiful the city lights were. I had looked at them a million times and it was like I was seeing them for the first time. Only in high def...  props to you for taking care of yourself. You brought back a treasured memory for me,yes remember how beautiful the city lights were had looked at a million times and was like was seeing for the first time only in high def props to for taking care of brought back a treasured memory for,"['yes', 'remember', 'how', 'beautiful', 'the', 'city', 'lights', 'were', 'had', 'looked', 'at', 'a', 'million', 'times', 'and', 'was', 'like', 'was', 'seeing', 'for', 'the', 'first', 'time', 'only', 'in', 'high', 'def', 'props', 'to', 'for', 'taking', 'care', 'of', 'brought', 'back', 'a', 'treasured', 'memory', 'for']",1,1
I’m sorry that totally sucks. I’m realize how lucky I am to have my pain treated properly.,im sorry totally sucks im realize how lucky am to have pain treated properly,"['im', 'sorry', 'totally', 'sucks', 'im', 'realize', 'how', 'lucky', 'am', 'to', 'have', 'pain', 'treated', 'properly']",2,2
"thankyou for the concern i always give the same advice. but i smoked a small piece and am feeling pretty good, nowhere near as good as roxys tho imo",thankyou for the concern always give the same advice but smoked a small piece and am feeling pretty good nowhere near as good as roxys tho imo,"['thankyou', 'for', 'the', 'concern', 'always', 'give', 'the', 'same', 'advice', 'but', 'smoked', 'a', 'small', 'piece', 'and', 'am', 'feeling', 'pretty', 'good', 'nowhere', 'near', 'as', 'good', 'as', 'roxys', 'tho', 'imo']",2,2
"Been using since 2004-2005. I still get a rush when I IV, but I have tried to quit a few times which ended up me taking 6 month breaks before a relapse. 

After a long time you’ll definitely still feel it, unless you have super weak stuff. But it mostly just keeps you functioning",been using since 20042005 still get a rush when iv but have tried to quit a few times ended up taking 6 month breaks before a relapse after a long time youll definitely still feel unless have super weak stuff but mostly just keeps functioning,"['been', 'using', 'since', '20042005', 'still', 'get', 'a', 'rush', 'when', 'iv', 'but', 'have', 'tried', 'to', 'quit', 'a', 'few', 'times', 'ended', 'up', 'taking', '6', 'month', 'breaks', 'before', 'a', 'relapse', 'after', 'a', 'long', 'time', 'youll', 'definitely', 'still', 'feel', 'unless', 'have', 'super', 'weak', 'stuff', 'but', 'mostly', 'just', 'keeps', 'functioning']",1,1
"Yea I used to lie to my daughters mother alllll the time even for the smallest reasons. I love her to death but the disease wouldn’t allow me to
Be honest because it meant I had to give an explanation",yea used to lie to daughters mother alllll the time even for the smallest reasons love to death but the disease wouldnt allow to be honest because meant had to give an explanation,"['yea', 'used', 'to', 'lie', 'to', 'daughters', 'mother', 'alllll', 'the', 'time', 'even', 'for', 'the', 'smallest', 'reasons', 'love', 'to', 'death', 'but', 'the', 'disease', 'wouldnt', 'allow', 'to', 'be', 'honest', 'because', 'meant', 'had', 'to', 'give', 'an', 'explanation']",1,1
I am now a mandatory Heroin addict in Tarkov.  Shoot up twice at the start of a raid.  Shoot me in the head once and I die though. :(,am now a mandatory heroin addict in tarkov shoot up twice at the start of a raid shoot in the head once and die though,"['am', 'now', 'a', 'mandatory', 'heroin', 'addict', 'in', 'tarkov', 'shoot', 'up', 'twice', 'at', 'the', 'start', 'of', 'a', 'raid', 'shoot', 'in', 'the', 'head', 'once', 'and', 'die', 'though']",2,2
"I just finished day 4 today, and I'm feeling much better... I know I still have acute to deal with... but maybe going on a run in the morning to help with that. I used to love running. Will be posting on here tomorrow.",just finished day 4 today and am feeling much better know still have acute to deal with but maybe going on a run in the morning to help with used to love running will be posting on here tomorrow,"['just', 'finished', 'day', '4', 'today', 'and', 'am', 'feeling', 'much', 'better', 'know', 'still', 'have', 'acute', 'to', 'deal', 'with', 'but', 'maybe', 'going', 'on', 'a', 'run', 'in', 'the', 'morning', 'to', 'help', 'with', 'used', 'to', 'love', 'running', 'will', 'be', 'posting', 'on', 'here', 'tomorrow']",2,2
"Nothing I could ever say would take your pain away, I just wanted to let you know I read your story and greatly admire your strength. I hope you keep on fighting, if you can't for yourself, then for the memory of your daughter.",nothing could ever say would take pain away just wanted to let know read story and greatly admire strength hope keep on fighting if can not for then for the memory of daughter,"['nothing', 'could', 'ever', 'say', 'would', 'take', 'pain', 'away', 'just', 'wanted', 'to', 'let', 'know', 'read', 'story', 'and', 'greatly', 'admire', 'strength', 'hope', 'keep', 'on', 'fighting', 'if', 'can', 'not', 'for', 'then', 'for', 'the', 'memory', 'of', 'daughter']",0,0
"Hi, 
I experienced this when I had withdrawals (twice) earlier this year, feels like something is trying to crawl out of your chest. Not sure how normal it is though😭",hi experienced when had withdrawals twice earlier year feels like something is trying to crawl out of chest not sure how normal is though,"['hi', 'experienced', 'when', 'had', 'withdrawals', 'twice', 'earlier', 'year', 'feels', 'like', 'something', 'is', 'trying', 'to', 'crawl', 'out', 'of', 'chest', 'not', 'sure', 'how', 'normal', 'is', 'though']",2,2
Nope 10 year oxycodone run. But they tested me and I was clean before the shot so I have no idea.,nope 10 year oxycodone run but tested and was clean before the shot so have no idea,"['nope', '10', 'year', 'oxycodone', 'run', 'but', 'tested', 'and', 'was', 'clean', 'before', 'the', 'shot', 'so', 'have', 'no', 'idea']",1,1
the visceral disdain i feel when people unironically say weed is a plant.. as an opiate addict,the visceral disdain feel when people unironically say weed is a plant as an opiate addict,"['the', 'visceral', 'disdain', 'feel', 'when', 'people', 'unironically', 'say', 'weed', 'is', 'a', 'plant', 'as', 'an', 'opiate', 'addict']",2,2
I tapered off pressies and was using every two hours to the point I’d wake up at night drenched needing to use. I would use about midnight and wait 12-16 hours to use and then only enough at night to sleep and enough at the 12-16 hour mark to sit still.,tapered off pressies and was using every two hours to the point id wake up at night drenched needing to use would use about midnight and wait 1216 hours to use and then only enough at night to sleep and enough at the 1216 hour mark to sit still,"['tapered', 'off', 'pressies', 'and', 'was', 'using', 'every', 'two', 'hours', 'to', 'the', 'point', 'id', 'wake', 'up', 'at', 'night', 'drenched', 'needing', 'to', 'use', 'would', 'use', 'about', 'midnight', 'and', 'wait', '1216', 'hours', 'to', 'use', 'and', 'then', 'only', 'enough', 'at', 'night', 'to', 'sleep', 'and', 'enough', 'at', 'the', '1216', 'hour', 'mark', 'to', 'sit', 'still']",1,1
pls big bro just one norco 5mg pls im begging 😮‍💨,pls big bro just one norco 5mg pls im begging,"['pls', 'big', 'bro', 'just', 'one', 'norco', '5mg', 'pls', 'im', 'begging']",2,2
"Have you tried calling social services? Please don't even consider ending things. I've been there... I STILL get to that point sometimes.... but things will get better, I promise.",have tried calling social services please do not even consider ending things have been there still get to point sometimes but things will get better promise,"['have', 'tried', 'calling', 'social', 'services', 'please', 'do', 'not', 'even', 'consider', 'ending', 'things', 'have', 'been', 'there', 'still', 'get', 'to', 'point', 'sometimes', 'but', 'things', 'will', 'get', 'better', 'promise']",0,0
"I've also been avoiding unhealthy foods + been taking Vitamin B and C supplements, fish oil, and ashwaganda everyday since day 9.",have also been avoiding unhealthy foods been taking vitamin b and c supplements fish oil and ashwaganda everyday since day 9,"['have', 'also', 'been', 'avoiding', 'unhealthy', 'foods', 'been', 'taking', 'vitamin', 'b', 'and', 'c', 'supplements', 'fish', 'oil', 'and', 'ashwaganda', 'everyday', 'since', 'day', '9']",2,2
I always found having a shower helped with the scalp itching. Codeine would always give me bad itching. Morphine itching I find rather pleasant.,always found having a shower helped with the scalp itching codeine would always give bad itching morphine itching find rather pleasant,"['always', 'found', 'having', 'a', 'shower', 'helped', 'with', 'the', 'scalp', 'itching', 'codeine', 'would', 'always', 'give', 'bad', 'itching', 'morphine', 'itching', 'find', 'rather', 'pleasant']",2,2
I’m having unrelated health problems that affect my energy level on top of the “blahs” of PAWS. However I forced myself out of bed this morning and did a 15 minute exercise routine on YouTube. It did help.,im having unrelated health problems affect energy level on top of the blahs of paws however forced out of bed morning and did a 15 minute exercise routine on youtube did help,"['im', 'having', 'unrelated', 'health', 'problems', 'affect', 'energy', 'level', 'on', 'top', 'of', 'the', 'blahs', 'of', 'paws', 'however', 'forced', 'out', 'of', 'bed', 'morning', 'and', 'did', 'a', '15', 'minute', 'exercise', 'routine', 'on', 'youtube', 'did', 'help']",2,2
Alright cool I appreciate the advice Ive never had much trouble quitting drug habits in the past but i know heroin is a different monster,alright cool appreciate the advice ive never had much trouble quitting drug habits in the past but know heroin is a different monster,"['alright', 'cool', 'appreciate', 'the', 'advice', 'ive', 'never', 'had', 'much', 'trouble', 'quitting', 'drug', 'habits', 'in', 'the', 'past', 'but', 'know', 'heroin', 'is', 'a', 'different', 'monster']",1,1
I’m in the same situation. I’m really hoping I can taper? DM me if you need a friend. I hate myself so much I cry every day because I just want to be done so bad.,im in the same situation im really hoping can taper dm if need a friend hate so much cry every day because just want to be done so bad,"['im', 'in', 'the', 'same', 'situation', 'im', 'really', 'hoping', 'can', 'taper', 'dm', 'if', 'need', 'a', 'friend', 'hate', 'so', 'much', 'cry', 'every', 'day', 'because', 'just', 'want', 'to', 'be', 'done', 'so', 'bad']",0,0
i been itching for two days. these the best percs,been itching for two days the best percs,"['been', 'itching', 'for', 'two', 'days', 'the', 'best', 'percs']",2,2
Yeah I just need to stay focused and not listen to that voice they tells me just once won’t hurt. It always hurts. How long have you been sober? I have sleep issues naturally as well so I feel you on the insomnia.,yeah just need to stay focused and not listen to voice tells just once wont hurt always hurts how long have been sober have sleep issues naturally as well so feel on the insomnia,"['yeah', 'just', 'need', 'to', 'stay', 'focused', 'and', 'not', 'listen', 'to', 'voice', 'tells', 'just', 'once', 'wont', 'hurt', 'always', 'hurts', 'how', 'long', 'have', 'been', 'sober', 'have', 'sleep', 'issues', 'naturally', 'as', 'well', 'so', 'feel', 'on', 'the', 'insomnia']",2,2
"15mg lol

I used to buy off the street *a lot* (for me anyway) for a couple of years, but then I was prescribed 10mg Percocet 3x/day from 2016-2017ish. After about six months, I started getting sick as hell from it (and pretty much every other opioid) at just about any dose.",15mg lol used to buy off the street a lot for anyway for a couple of years but then was prescribed 10mg percocet 3xday from 20162017ish after about six months started getting sick as hell from and pretty much every other opioid at just about any dose,"['15mg', 'lol', 'used', 'to', 'buy', 'off', 'the', 'street', 'a', 'lot', 'for', 'anyway', 'for', 'a', 'couple', 'of', 'years', 'but', 'then', 'was', 'prescribed', '10mg', 'percocet', '3xday', 'from', '20162017ish', 'after', 'about', 'six', 'months', 'started', 'getting', 'sick', 'as', 'hell', 'from', 'and', 'pretty', 'much', 'every', 'other', 'opioid', 'at', 'just', 'about', 'any', 'dose']",1,1
i was addicted to oxycodone from 13 to 14.... 😭,was addicted to oxycodone from 13 to 14,"['was', 'addicted', 'to', 'oxycodone', 'from', '13', 'to', '14']",1,1
"Yeah I used to get this optimistic bigger than life feeling, I was just so happy and in such an amazing mood when I first started using, I absolutely loved it. But I don’t get it anymore. It was fun while it lasted but it’s time for me to quit",yeah used to get optimistic bigger than life feeling was just so happy and in such an amazing mood when first started using absolutely loved but dont get anymore was fun while lasted but time for to quit,"['yeah', 'used', 'to', 'get', 'optimistic', 'bigger', 'than', 'life', 'feeling', 'was', 'just', 'so', 'happy', 'and', 'in', 'such', 'an', 'amazing', 'mood', 'when', 'first', 'started', 'using', 'absolutely', 'loved', 'but', 'dont', 'get', 'anymore', 'was', 'fun', 'while', 'lasted', 'but', 'time', 'for', 'to', 'quit']",1,1
"It will be one of the toughest things you ever do. It will also be the most rewarding.

&amp;#x200B;

Its simple.. you only need to change one thing.. and thats everything. I am in the same struggle. Much love",will be one of the toughest things ever do will also be the most rewarding ampx200b simple only need to change one thing and thats everything am in the same struggle much love,"['will', 'be', 'one', 'of', 'the', 'toughest', 'things', 'ever', 'do', 'will', 'also', 'be', 'the', 'most', 'rewarding', 'ampx200b', 'simple', 'only', 'need', 'to', 'change', 'one', 'thing', 'and', 'thats', 'everything', 'am', 'in', 'the', 'same', 'struggle', 'much', 'love']",0,0
"I was on 170mg and had been for two years. The physical withdrawals lasted a little over a month, the mental stuff went away after about 3.",was on 170mg and had been for two years the physical withdrawals lasted a little over a month the mental stuff went away after about 3,"['was', 'on', '170mg', 'and', 'had', 'been', 'for', 'two', 'years', 'the', 'physical', 'withdrawals', 'lasted', 'a', 'little', 'over', 'a', 'month', 'the', 'mental', 'stuff', 'went', 'away', 'after', 'about', '3']",1,1
I’d say it could be between 4-7 days. Last time I got clean I didn’t sleep for 6.,id say could be between 47 days last time got clean didnt sleep for 6,"['id', 'say', 'could', 'be', 'between', '47', 'days', 'last', 'time', 'got', 'clean', 'didnt', 'sleep', 'for', '6']",1,1
"Dude, tell me about it. I’m 31 and the kicks really el get worse. Right now I’m so damn sluggish it’s driving me batshit.",dude tell about im 31 and the kicks really el get worse right now im so damn sluggish driving batshit,"['dude', 'tell', 'about', 'im', '31', 'and', 'the', 'kicks', 'really', 'el', 'get', 'worse', 'right', 'now', 'im', 'so', 'damn', 'sluggish', 'driving', 'batshit']",2,2
"I find that for myself staying connected to other people in recovery really makes a difference. As you’ve noted, being in your head is not the best idea",find for staying connected to other people in recovery really makes a difference as youve noted being in head is not the best idea,"['find', 'for', 'staying', 'connected', 'to', 'other', 'people', 'in', 'recovery', 'really', 'makes', 'a', 'difference', 'as', 'youve', 'noted', 'being', 'in', 'head', 'is', 'not', 'the', 'best', 'idea']",2,2
"Well, the good news it’s been only three months. But never the less, going cold turkey will be extremely harsh. The way I used to handle this, was get my hand on a few subs and taper off. It worked great for me. Sorry, but that’s the best advise I can come up with.",well the good news been only three months but never the less going cold turkey will be extremely harsh the way used to handle was get hand on a few subs and taper off worked great for sorry but thats the best advise can come up with,"['well', 'the', 'good', 'news', 'been', 'only', 'three', 'months', 'but', 'never', 'the', 'less', 'going', 'cold', 'turkey', 'will', 'be', 'extremely', 'harsh', 'the', 'way', 'used', 'to', 'handle', 'was', 'get', 'hand', 'on', 'a', 'few', 'subs', 'and', 'taper', 'off', 'worked', 'great', 'for', 'sorry', 'but', 'thats', 'the', 'best', 'advise', 'can', 'come', 'up', 'with']",1,1
"I'm no expert but I mostly hear about withdrawals from long-term use, but maybe like opiates they start faster if you've been addicted before? Either way probably best to knock them off soon",am no expert but mostly hear about withdrawals from longterm use but maybe like opiates start faster if have been addicted before either way probably best to knock off soon,"['am', 'no', 'expert', 'but', 'mostly', 'hear', 'about', 'withdrawals', 'from', 'longterm', 'use', 'but', 'maybe', 'like', 'opiates', 'start', 'faster', 'if', 'have', 'been', 'addicted', 'before', 'either', 'way', 'probably', 'best', 'to', 'knock', 'off', 'soon']",0,0
"I weigh less than I did pre-pregnancy but my belly has become unmanageable in the last few weeks. I don’t know what I was doing with my life before, though. These maternity pants are the shit.",weigh less than did prepregnancy but belly has become unmanageable in the last few weeks dont know was doing with life before though maternity pants are the shit,"['weigh', 'less', 'than', 'did', 'prepregnancy', 'but', 'belly', 'has', 'become', 'unmanageable', 'in', 'the', 'last', 'few', 'weeks', 'dont', 'know', 'was', 'doing', 'with', 'life', 'before', 'though', 'maternity', 'pants', 'are', 'the', 'shit']",1,1
