doc,clean,tokens,prediction,ground_truth
I am now a mandatory Heroin addict in Tarkov.  Shoot up twice at the start of a raid.  Shoot me in the head once and I die though. :(,am now a mandatory heroin addict in tarkov shoot up twice at the start of a raid shoot in the head once and die though,"['am', 'now', 'a', 'mandatory', 'heroin', 'addict', 'in', 'tarkov', 'shoot', 'up', 'twice', 'at', 'the', 'start', 'of', 'a', 'raid', 'shoot', 'in', 'the', 'head', 'once', 'and', 'die', 'though']",2,2
"I just finished day 4 today, and I'm feeling much better... I know I still have acute to deal with... but maybe going on a run in the morning to help with that. I used to love running. Will be posting on here tomorrow.",just finished day 4 today and am feeling much better know still have acute to deal with but maybe going on a run in the morning to help with used to love running will be posting on here tomorrow,"['just', 'finished', 'day', '4', 'today', 'and', 'am', 'feeling', 'much', 'better', 'know', 'still', 'have', 'acute', 'to', 'deal', 'with', 'but', 'maybe', 'going', 'on', 'a', 'run', 'in', 'the', 'morning', 'to', 'help', 'with', 'used', 'to', 'love', 'running', 'will', 'be', 'posting', 'on', 'here', 'tomorrow']",2,2
"Hi, 
I experienced this when I had withdrawals (twice) earlier this year, feels like something is trying to crawl out of your chest. Not sure how normal it is though😭",hi experienced when had withdrawals twice earlier year feels like something is trying to crawl out of chest not sure how normal is though,"['hi', 'experienced', 'when', 'had', 'withdrawals', 'twice', 'earlier', 'year', 'feels', 'like', 'something', 'is', 'trying', 'to', 'crawl', 'out', 'of', 'chest', 'not', 'sure', 'how', 'normal', 'is', 'though']",2,2
the visceral disdain i feel when people unironically say weed is a plant.. as an opiate addict,the visceral disdain feel when people unironically say weed is a plant as an opiate addict,"['the', 'visceral', 'disdain', 'feel', 'when', 'people', 'unironically', 'say', 'weed', 'is', 'a', 'plant', 'as', 'an', 'opiate', 'addict']",2,2
pls big bro just one norco 5mg pls im begging 😮‍💨,pls big bro just one norco 5mg pls im begging,"['pls', 'big', 'bro', 'just', 'one', 'norco', '5mg', 'pls', 'im', 'begging']",2,2
"I've also been avoiding unhealthy foods + been taking Vitamin B and C supplements, fish oil, and ashwaganda everyday since day 9.",have also been avoiding unhealthy foods been taking vitamin b and c supplements fish oil and ashwaganda everyday since day 9,"['have', 'also', 'been', 'avoiding', 'unhealthy', 'foods', 'been', 'taking', 'vitamin', 'b', 'and', 'c', 'supplements', 'fish', 'oil', 'and', 'ashwaganda', 'everyday', 'since', 'day', '9']",2,2
I always found having a shower helped with the scalp itching. Codeine would always give me bad itching. Morphine itching I find rather pleasant.,always found having a shower helped with the scalp itching codeine would always give bad itching morphine itching find rather pleasant,"['always', 'found', 'having', 'a', 'shower', 'helped', 'with', 'the', 'scalp', 'itching', 'codeine', 'would', 'always', 'give', 'bad', 'itching', 'morphine', 'itching', 'find', 'rather', 'pleasant']",2,2
I’m having unrelated health problems that affect my energy level on top of the “blahs” of PAWS. However I forced myself out of bed this morning and did a 15 minute exercise routine on YouTube. It did help.,im having unrelated health problems affect energy level on top of the blahs of paws however forced out of bed morning and did a 15 minute exercise routine on youtube did help,"['im', 'having', 'unrelated', 'health', 'problems', 'affect', 'energy', 'level', 'on', 'top', 'of', 'the', 'blahs', 'of', 'paws', 'however', 'forced', 'out', 'of', 'bed', 'morning', 'and', 'did', 'a', '15', 'minute', 'exercise', 'routine', 'on', 'youtube', 'did', 'help']",2,2
i been itching for two days. these the best percs,been itching for two days the best percs,"['been', 'itching', 'for', 'two', 'days', 'the', 'best', 'percs']",2,2
Yeah I just need to stay focused and not listen to that voice they tells me just once won’t hurt. It always hurts. How long have you been sober? I have sleep issues naturally as well so I feel you on the insomnia.,yeah just need to stay focused and not listen to voice tells just once wont hurt always hurts how long have been sober have sleep issues naturally as well so feel on the insomnia,"['yeah', 'just', 'need', 'to', 'stay', 'focused', 'and', 'not', 'listen', 'to', 'voice', 'tells', 'just', 'once', 'wont', 'hurt', 'always', 'hurts', 'how', 'long', 'have', 'been', 'sober', 'have', 'sleep', 'issues', 'naturally', 'as', 'well', 'so', 'feel', 'on', 'the', 'insomnia']",2,2
"Dude, tell me about it. I’m 31 and the kicks really el get worse. Right now I’m so damn sluggish it’s driving me batshit.",dude tell about im 31 and the kicks really el get worse right now im so damn sluggish driving batshit,"['dude', 'tell', 'about', 'im', '31', 'and', 'the', 'kicks', 'really', 'el', 'get', 'worse', 'right', 'now', 'im', 'so', 'damn', 'sluggish', 'driving', 'batshit']",2,2
"I find that for myself staying connected to other people in recovery really makes a difference. As you’ve noted, being in your head is not the best idea",find for staying connected to other people in recovery really makes a difference as youve noted being in head is not the best idea,"['find', 'for', 'staying', 'connected', 'to', 'other', 'people', 'in', 'recovery', 'really', 'makes', 'a', 'difference', 'as', 'youve', 'noted', 'being', 'in', 'head', 'is', 'not', 'the', 'best', 'idea']",2,2
I appreciate it a lot. Im 19 been addicted for about a year &amp; as for body fat im about as skinny and frail as it gets. Only 130 pounds too.,appreciate a lot im 19 been addicted for about a year amp as for body fat im about as skinny and frail as gets only 130 pounds too,"['appreciate', 'a', 'lot', 'im', '19', 'been', 'addicted', 'for', 'about', 'a', 'year', 'amp', 'as', 'for', 'body', 'fat', 'im', 'about', 'as', 'skinny', 'and', 'frail', 'as', 'gets', 'only', '130', 'pounds', 'too']",2,2
It takes 1 stressful day or something for me to just jump back on it and I hate that. I’ve got no will power. What mental part? What goes through your mild? U start missing the high?,takes 1 stressful day or something for to just jump back on and hate ive got no will power mental part goes through mild u start missing the high,"['takes', '1', 'stressful', 'day', 'or', 'something', 'for', 'to', 'just', 'jump', 'back', 'on', 'and', 'hate', 'ive', 'got', 'no', 'will', 'power', 'mental', 'part', 'goes', 'through', 'mild', 'u', 'start', 'missing', 'the', 'high']",2,2
"I'm not addicted to LSD just benzos, opioid pain killers, sleeping pills, weed and alcohol, ok?",am not addicted to lsd just benzos opioid pain killers sleeping pills weed and alcohol ok,"['am', 'not', 'addicted', 'to', 'lsd', 'just', 'benzos', 'opioid', 'pain', 'killers', 'sleeping', 'pills', 'weed', 'and', 'alcohol', 'ok']",2,2
"Even while I'm going through opioid withdrawal and wake up with bed head, I'm still beautiful britches! 🤒🤧 https://t.co/CRFhuSAUPE",even while am going through opioid withdrawal and wake up with bed head am still beautiful britches,"['even', 'while', 'am', 'going', 'through', 'opioid', 'withdrawal', 'and', 'wake', 'up', 'with', 'bed', 'head', 'am', 'still', 'beautiful', 'britches']",2,2
"I actually have a lot of appetite, a lot more than usual, I eat the same food just as usual but yeah I drank milk this morning and it triggered another diarrhea lol shouldn't have.",actually have a lot of appetite a lot more than usual eat the same food just as usual but yeah drank milk morning and triggered another diarrhea lol should not have,"['actually', 'have', 'a', 'lot', 'of', 'appetite', 'a', 'lot', 'more', 'than', 'usual', 'eat', 'the', 'same', 'food', 'just', 'as', 'usual', 'but', 'yeah', 'drank', 'milk', 'morning', 'and', 'triggered', 'another', 'diarrhea', 'lol', 'should', 'not', 'have']",2,2
"At this point I can take 8 30s at once (240mg) and not get any pupil constriction or anything. Shit blows. Although, I blew my tolerance up with Tianeptine. Stay away from that shit.",at point can take 8 30s at once 240mg and not get any pupil constriction or anything shit blows although blew tolerance up with tianeptine stay away from shit,"['at', 'point', 'can', 'take', '8', '30s', 'at', 'once', '240mg', 'and', 'not', 'get', 'any', 'pupil', 'constriction', 'or', 'anything', 'shit', 'blows', 'although', 'blew', 'tolerance', 'up', 'with', 'tianeptine', 'stay', 'away', 'from', 'shit']",2,2
"What do you mean ""Unfortunately"" you don't do hard drugs anymore??! Dude being clean and having a good job with some debt is way better than OD'ng without Jack shit to show for your life. Give yourself some credit (no pun intended)",do mean unfortunately do not do hard drugs anymore dude being clean and having a good job with some debt is way better than odng without jack shit to show for life give some credit no pun intended,"['do', 'mean', 'unfortunately', 'do', 'not', 'do', 'hard', 'drugs', 'anymore', 'dude', 'being', 'clean', 'and', 'having', 'a', 'good', 'job', 'with', 'some', 'debt', 'is', 'way', 'better', 'than', 'odng', 'without', 'jack', 'shit', 'to', 'show', 'for', 'life', 'give', 'some', 'credit', 'no', 'pun', 'intended']",2,2
"if you don’t metabolize it well, trams are ass. trams are 1/10 oral morphine, so if you didn’t get that high off 200mg LAST NIGHT, you probably won’t have much luck w 300mg.",if dont metabolize well trams are ass trams are 110 oral morphine so if didnt get high off 200mg last night probably wont have much luck w 300mg,"['if', 'dont', 'metabolize', 'well', 'trams', 'are', 'ass', 'trams', 'are', '110', 'oral', 'morphine', 'so', 'if', 'didnt', 'get', 'high', 'off', '200mg', 'last', 'night', 'probably', 'wont', 'have', 'much', 'luck', 'w', '300mg']",2,2
I have methadone though so I’m pretty numb 24/7 regardless.,have methadone though so im pretty numb 247 regardless,"['have', 'methadone', 'though', 'so', 'im', 'pretty', 'numb', '247', 'regardless']",2,2
"I got addicted to my fitness, health, and nutrition after pills. In a good way lol. I think a lot of people overlook how much their own confidence plays into their happiness. Building that confidence whether its the gym, a book, a healthy meal, has been a difference maker imo.",got addicted to fitness health and nutrition after pills in a good way lol think a lot of people overlook how much own confidence plays into happiness building confidence whether the gym a book a healthy meal has been a difference maker imo,"['got', 'addicted', 'to', 'fitness', 'health', 'and', 'nutrition', 'after', 'pills', 'in', 'a', 'good', 'way', 'lol', 'think', 'a', 'lot', 'of', 'people', 'overlook', 'how', 'much', 'own', 'confidence', 'plays', 'into', 'happiness', 'building', 'confidence', 'whether', 'the', 'gym', 'a', 'book', 'a', 'healthy', 'meal', 'has', 'been', 'a', 'difference', 'maker', 'imo']",2,2
Unfortunately I think you need to be actually tripping for your pupils to dilate.,unfortunately think need to be actually tripping for pupils to dilate,"['unfortunately', 'think', 'need', 'to', 'be', 'actually', 'tripping', 'for', 'pupils', 'to', 'dilate']",2,2
that is amazing. i can’t even tell my real sister because she’s very judgmental about opiates. i don’t blame her. her close friend od’d and died in her bathroom. it’s just a burden i can’t put on her. but i have a close friend who understands,is amazing cant even tell real sister because shes very judgmental about opiates dont blame close friend odd and died in bathroom just a burden cant put on but have a close friend understands,"['is', 'amazing', 'cant', 'even', 'tell', 'real', 'sister', 'because', 'shes', 'very', 'judgmental', 'about', 'opiates', 'dont', 'blame', 'close', 'friend', 'odd', 'and', 'died', 'in', 'bathroom', 'just', 'a', 'burden', 'cant', 'put', 'on', 'but', 'have', 'a', 'close', 'friend', 'understands']",2,2
"Feeling a lot better today, that other days. I was going to work on my car but it’s raining now so guess we’re stuck inside. I’m so happy I’m almost a month clean and don’t know how I want to celebrate. 29 days today and a month on Sunday!",feeling a lot better today other days was going to work on car but raining now so guess were stuck inside im so happy im almost a month clean and dont know how want to celebrate 29 days today and a month on sunday,"['feeling', 'a', 'lot', 'better', 'today', 'other', 'days', 'was', 'going', 'to', 'work', 'on', 'car', 'but', 'raining', 'now', 'so', 'guess', 'were', 'stuck', 'inside', 'im', 'so', 'happy', 'im', 'almost', 'a', 'month', 'clean', 'and', 'dont', 'know', 'how', 'want', 'to', 'celebrate', '29', 'days', 'today', 'and', 'a', 'month', 'on', 'sunday']",2,2
U really shouldnt mix em with xans if u dont have a tolerance.,u really shouldnt mix em with xans if u dont have a tolerance,"['u', 'really', 'shouldnt', 'mix', 'em', 'with', 'xans', 'if', 'u', 'dont', 'have', 'a', 'tolerance']",2,2
"If I relapse, how do I move past it, I’m so scared.",if relapse how do move past im so scared,"['if', 'relapse', 'how', 'do', 'move', 'past', 'im', 'so', 'scared']",2,2
Stay clean if that’s too much get on methadone it changes lives really,stay clean if thats too much get on methadone changes lives really,"['stay', 'clean', 'if', 'thats', 'too', 'much', 'get', 'on', 'methadone', 'changes', 'lives', 'really']",2,2
"I think (touch wood) I am over the worst of my Antidepressant withdrawal, in fact I actually felt quite good today!",think touch wood am over the worst of antidepressant withdrawal in fact actually felt quite good today,"['think', 'touch', 'wood', 'am', 'over', 'the', 'worst', 'of', 'antidepressant', 'withdrawal', 'in', 'fact', 'actually', 'felt', 'quite', 'good', 'today']",2,2
Rehab isn't possible right now. I'm doing good right now. I have very strong support network and regular addiction counselling,rehab is not possible right now am doing good right now have very strong support network and regular addiction counselling,"['rehab', 'is', 'not', 'possible', 'right', 'now', 'am', 'doing', 'good', 'right', 'now', 'have', 'very', 'strong', 'support', 'network', 'and', 'regular', 'addiction', 'counselling']",2,2
I’m on day 7 tram wds. I had a few drinks last night. Tbh it found didn’t have much of an affect. I don’t know if it’s because I feel so wired and restless without the pills? I don’t feel so great today tho,im on day 7 tram wds had a few drinks last night tbh found didnt have much of an affect dont know if because feel so wired and restless without the pills dont feel so great today tho,"['im', 'on', 'day', '7', 'tram', 'wds', 'had', 'a', 'few', 'drinks', 'last', 'night', 'tbh', 'found', 'didnt', 'have', 'much', 'of', 'an', 'affect', 'dont', 'know', 'if', 'because', 'feel', 'so', 'wired', 'and', 'restless', 'without', 'the', 'pills', 'dont', 'feel', 'so', 'great', 'today', 'tho']",2,2
"I wouldn’t go past 2 weeks of use, make sure to take little breaks, or you risk withdrawal",wouldnt go past 2 weeks of use make sure to take little breaks or risk withdrawal,"['wouldnt', 'go', 'past', '2', 'weeks', 'of', 'use', 'make', 'sure', 'to', 'take', 'little', 'breaks', 'or', 'risk', 'withdrawal']",2,2
Not sure but I will say they are a waste of time really. To me they are not as strong as even tramadol,not sure but will say are a waste of time really to are not as strong as even tramadol,"['not', 'sure', 'but', 'will', 'say', 'are', 'a', 'waste', 'of', 'time', 'really', 'to', 'are', 'not', 'as', 'strong', 'as', 'even', 'tramadol']",2,2
"People always say this but to me it's akin to green tea with bitter undertones, not that bad. I have been taking it for over half a decade now so maybe I'm desensitized haha.",people always say but to is akin to green tea with bitter undertones not bad have been taking for over half a decade now so maybe am desensitized haha,"['people', 'always', 'say', 'but', 'to', 'is', 'akin', 'to', 'green', 'tea', 'with', 'bitter', 'undertones', 'not', 'bad', 'have', 'been', 'taking', 'for', 'over', 'half', 'a', 'decade', 'now', 'so', 'maybe', 'am', 'desensitized', 'haha']",2,2
"Prescription decrease does not decrease addiction issues. It increases them. If I can’t get my morphine, and I NEED it, then what street drug can I get that’s closest....Smack",prescription decrease does not decrease addiction issues increases if cant get morphine and need then street drug can get thats closestsmack,"['prescription', 'decrease', 'does', 'not', 'decrease', 'addiction', 'issues', 'increases', 'if', 'cant', 'get', 'morphine', 'and', 'need', 'then', 'street', 'drug', 'can', 'get', 'thats', 'closestsmack']",2,2
i’m barely surviving over her and i’m going on 11 months 😅,im barely surviving over and im going on 11 months,"['im', 'barely', 'surviving', 'over', 'and', 'im', 'going', 'on', '11', 'months']",2,2
"Sometimes when I smoke meth I can literally hear other peoples thoughts haha 

But when I’m sober I can just hear the other my selves thoughts haha 

But if I get into a relationship maybe I can hear my boyfriends thoughts 🤔

How do I like… I need an MF doom mask. Hmm hmm hmm",sometimes when smoke meth can literally hear other peoples thoughts haha but when im sober can just hear the other selves thoughts haha but if get into a relationship maybe can hear boyfriends thoughts how do like need an mf doom mask hmm hmm hmm,"['sometimes', 'when', 'smoke', 'meth', 'can', 'literally', 'hear', 'other', 'peoples', 'thoughts', 'haha', 'but', 'when', 'im', 'sober', 'can', 'just', 'hear', 'the', 'other', 'selves', 'thoughts', 'haha', 'but', 'if', 'get', 'into', 'a', 'relationship', 'maybe', 'can', 'hear', 'boyfriends', 'thoughts', 'how', 'do', 'like', 'need', 'an', 'mf', 'doom', 'mask', 'hmm', 'hmm', 'hmm']",2,2
I drink water like a mofo when detoxing. Like a glass an hour. I was/am constantly pissing in the bathroom.,drink water like a mofo when detoxing like a glass an hour wasam constantly pissing in the bathroom,"['drink', 'water', 'like', 'a', 'mofo', 'when', 'detoxing', 'like', 'a', 'glass', 'an', 'hour', 'wasam', 'constantly', 'pissing', 'in', 'the', 'bathroom']",2,2
Injection of heroin is extremely bad especially continued use. It can ruin your veins and lungs and heart,injection of heroin is extremely bad especially continued use can ruin veins and lungs and heart,"['injection', 'of', 'heroin', 'is', 'extremely', 'bad', 'especially', 'continued', 'use', 'can', 'ruin', 'veins', 'and', 'lungs', 'and', 'heart']",2,2
Yes. I’m miserable without drugs. I can stay sober for x amount of time but will always go back. 12 steps promising a spiritual experience and a new mindset and way of life. Drugs are but a symptom of our spiritual sickness.,yes im miserable without drugs can stay sober for x amount of time but will always go back 12 steps promising a spiritual experience and a new mindset and way of life drugs are but a symptom of spiritual sickness,"['yes', 'im', 'miserable', 'without', 'drugs', 'can', 'stay', 'sober', 'for', 'x', 'amount', 'of', 'time', 'but', 'will', 'always', 'go', 'back', '12', 'steps', 'promising', 'a', 'spiritual', 'experience', 'and', 'a', 'new', 'mindset', 'and', 'way', 'of', 'life', 'drugs', 'are', 'but', 'a', 'symptom', 'of', 'spiritual', 'sickness']",2,2
I’m off a percocet I’m itching👨🏽‍🍳,im off a percocet im itching,"['im', 'off', 'a', 'percocet', 'im', 'itching']",2,2
