doc,clean,tokens,prediction,ground_truth
This. Zofran helped a lot. I'm a very thin gal as it is and I was rapidly losing weight. The only thing I could keep down was tomato soup and toast.,zofran helped a lot am a very thin gal as is and was rapidly losing weight the only thing could keep down was tomato soup and toast,"['zofran', 'helped', 'a', 'lot', 'am', 'a', 'very', 'thin', 'gal', 'as', 'is', 'and', 'was', 'rapidly', 'losing', 'weight', 'the', 'only', 'thing', 'could', 'keep', 'down', 'was', 'tomato', 'soup', 'and', 'toast']",1,2
Bahahaha math. I'm getting sober of of meth. I haven't used since Halloween.,bahahaha math am getting sober of of meth have not used since halloween,"['bahahaha', 'math', 'am', 'getting', 'sober', 'of', 'of', 'meth', 'have', 'not', 'used', 'since', 'halloween']",1,2
I’m on 3 antidepressants and I take kratom 3 times per day. Hasn’t caused any issues yet but not to say it couldn’t.,im on 3 antidepressants and take kratom 3 times per day hasnt caused any issues yet but not to say couldnt,"['im', 'on', '3', 'antidepressants', 'and', 'take', 'kratom', '3', 'times', 'per', 'day', 'hasnt', 'caused', 'any', 'issues', 'yet', 'but', 'not', 'to', 'say', 'couldnt']",1,2
"These percocets like steroids , they got me stayingg strongg .. 😶‍🌫️❤️‍🩹",percocets like steroids got stayingg strongg,"['percocets', 'like', 'steroids', 'got', 'stayingg', 'strongg']",1,2
I’ve heard shit about bowel movements and opioids so I thought it made him constipated and he finally took a shit or something lol. I don’t think opioids make you constipated though. Idk though I don’t use them that much.,ive heard shit about bowel movements and opioids so thought made constipated and finally took a shit or something lol dont think opioids make constipated though idk though dont use much,"['ive', 'heard', 'shit', 'about', 'bowel', 'movements', 'and', 'opioids', 'so', 'thought', 'made', 'constipated', 'and', 'finally', 'took', 'a', 'shit', 'or', 'something', 'lol', 'dont', 'think', 'opioids', 'make', 'constipated', 'though', 'idk', 'though', 'dont', 'use', 'much']",1,2
"I get it now, I was under the impression that you wanted to get clean, than decided fuck it and got some more, or you were picking up more so you could detox with it, maybe get high one last time",get now was under the impression wanted to get clean than decided fuck and got some more or were picking up more so could detox with maybe get high one last time,"['get', 'now', 'was', 'under', 'the', 'impression', 'wanted', 'to', 'get', 'clean', 'than', 'decided', 'fuck', 'and', 'got', 'some', 'more', 'or', 'were', 'picking', 'up', 'more', 'so', 'could', 'detox', 'with', 'maybe', 'get', 'high', 'one', 'last', 'time']",1,2
"Yeah, I think it helped. It definitely made me not completely sober lol but I think I’m in the zombie stage now (just over 11 hours since I took it). 

Probably gonna spend my Christmas Day in bed, wallowing in self-pity. Merry Christmas, my friend! Happy Holidays as well.",yeah think helped definitely made not completely sober lol but think im in the zombie stage now just over 11 hours since took probably going to spend christmas day in bed wallowing in selfpity merry christmas friend happy holidays as well,"['yeah', 'think', 'helped', 'definitely', 'made', 'not', 'completely', 'sober', 'lol', 'but', 'think', 'im', 'in', 'the', 'zombie', 'stage', 'now', 'just', 'over', '11', 'hours', 'since', 'took', 'probably', 'going', 'to', 'spend', 'christmas', 'day', 'in', 'bed', 'wallowing', 'in', 'selfpity', 'merry', 'christmas', 'friend', 'happy', 'holidays', 'as', 'well']",1,2
I went 2 months clean and relapsed on fent and it was all bad very quickly. Best of luck.,went 2 months clean and relapsed on fent and was all bad very quickly best of luck,"['went', '2', 'months', 'clean', 'and', 'relapsed', 'on', 'fent', 'and', 'was', 'all', 'bad', 'very', 'quickly', 'best', 'of', 'luck']",1,2
Being clean and sober is lovely but sometimes I wonder if the last 6 years of stress is more harmful than heroin. 🤔,being clean and sober is lovely but sometimes wonder if the last 6 years of stress is more harmful than heroin,"['being', 'clean', 'and', 'sober', 'is', 'lovely', 'but', 'sometimes', 'wonder', 'if', 'the', 'last', '6', 'years', 'of', 'stress', 'is', 'more', 'harmful', 'than', 'heroin']",1,2
"Realised I've been cocaine sober for 2 years this month and honestly, it's been a struggle at times but I'm so happy I've stuck it out ☺️",realised have been cocaine sober for 2 years month and honestly is been a struggle at times but am so happy have stuck out,"['realised', 'have', 'been', 'cocaine', 'sober', 'for', '2', 'years', 'month', 'and', 'honestly', 'is', 'been', 'a', 'struggle', 'at', 'times', 'but', 'am', 'so', 'happy', 'have', 'stuck', 'out']",1,2
This oxycontin is making it real hard to write this essay for History of South America class that’s due 20 years ago,oxycontin is making real hard to write essay for history of south america class thats due 20 years ago,"['oxycontin', 'is', 'making', 'real', 'hard', 'to', 'write', 'essay', 'for', 'history', 'of', 'south', 'america', 'class', 'thats', 'due', '20', 'years', 'ago']",1,2
"That's the move man, quit opioids almost 9 years ago after taking Suboxone two or three times (doses) and I couldn't be happier with my decision",is the move man quit opioids almost 9 years ago after taking suboxone two or three times doses and could not be happier with decision,"['is', 'the', 'move', 'man', 'quit', 'opioids', 'almost', '9', 'years', 'ago', 'after', 'taking', 'suboxone', 'two', 'or', 'three', 'times', 'doses', 'and', 'could', 'not', 'be', 'happier', 'with', 'decision']",1,2
"Yeah, that's why I suggested a ""day program"". I did mine outpatient and have done well. My point was more that you deserve a team of pros to help you, and that the help is available if you reach out.",yeah is why suggested a day program did mine outpatient and have done well point was more deserve a team of pros to help and the help is available if reach out,"['yeah', 'is', 'why', 'suggested', 'a', 'day', 'program', 'did', 'mine', 'outpatient', 'and', 'have', 'done', 'well', 'point', 'was', 'more', 'deserve', 'a', 'team', 'of', 'pros', 'to', 'help', 'and', 'the', 'help', 'is', 'available', 'if', 'reach', 'out']",1,2
